,Unnamed: 0,siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar,siparis_yili,siparis_ayi,siparis_gunu,haftanin_gunu
839,851,SIP100453,MUS1423,2025-06-04 16:13:00,Konya,İç Anadolu,Kozmetik,Güneş Kremi,2,434.83,0.0,49.9,Banka Kartı,Mevcut,3.0,5.0,Hayır,0.338,919.56,2025,6,4,Wednesday
841,853,SIP100184,MUS1417,2025-08-18 19:48:00,İstanbul,Marmara,Ev Yaşam,Termos,2,500.08,0.1,29.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.242,930.04,2025,8,18,Monday
842,854,SIP100218,MUS1314,2025-04-30 16:29:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,5,278.9,0.2,49.9,Kredi Kartı,VIP,5.0,4.0,Hayır,0.36,1165.5,2025,4,30,Wednesday
844,856,SIP100855,MUS1062,2025-02-01 20:25:00,İstanbul,Marmara,Ev Yaşam,Masa Lambası,1,592.49,0.15,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.381,553.52,2025,2,1,Saturday
845,857,SIP100307,MUS1271,2025-01-09 13:12:00,Antalya,Akdeniz,Kozmetik,Nemlendirici,1,373.7,0.0,39.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.277,413.6,2025,1,9,Thursday
846,858,SIP100730,MUS1172,2024-05-19 15:46:00,İzmir,Ege,Spor,Suluk,2,200.23,0.15,59.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.26,400.29,2024,5,19,Sunday
847,859,SIP100441,MUS1225,2024-01-10 21:08:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Kablosuz Kulaklık,1,1512.45,0.0,49.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.372,1562.35,2024,1,10,Wednesday
848,860,SIP100550,MUS1161,2025-08-08 14:54:00,Samsun,Karadeniz,Spor,Spor Çantası,3,920.88,0.0,39.9,Dijital Cüzdan,Yeni,5.0,5.0,Hayır,0.335,2802.54,2025,8,8,Friday
849,861,SIP100314,MUS1393,2024-08-18 16:18:00,İstanbul,Marmara,Elektronik,Webcam,1,1011.63,0.0,59.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.411,1071.53,2024,8,18,Sunday
850,863,SIP100701,MUS1038,2025-12-09 22:42:00,Samsun,Karadeniz,Ofis,Not Tutucu,4,140.77,0.0,49.9,Havale/EFT,Yeni,2.0,4.0,Hayır,0.333,612.98,2025,12,9,Tuesday
851,864,SIP100332,MUS1370,2024-03-11 16:36:00,İstanbul,Marmara,Ev Yaşam,Masa Lambası,1,674.36,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.29,714.26,2024,3,11,Monday
852,865,SIP100037,MUS1251,2024-08-03 19:21:00,İstanbul,Marmara,Ofis,Kalem Seti,2,104.95,0.0,39.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.218,249.8,2024,8,3,Saturday
853,866,SIP100111,MUS1015,2025-10-10 19:55:00,Gaziantep,Güneydoğu Anadolu,Spor,Yoga Matı,1,639.84,0.15,29.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.336,573.76,2025,10,10,Friday
854,867,SIP100977,MUS1244,2025-02-04 14:13:00,Kocaeli,Marmara,Kozmetik,Serum,5,505.02,0.15,59.9,Dijital Cüzdan,Yeni,6.0,5.0,Hayır,0.308,2206.24,2025,2,4,Tuesday
855,868,SIP101075,MUS1141,2025-01-06 22:21:00,İzmir,Ege,Ofis,Defter Seti,1,140.41,0.15,0.0,Havale/EFT,Yeni,3.0,3.0,Hayır,0.257,119.35,2025,1,6,Monday
856,869,SIP101143,MUS1241,2024-03-19 08:36:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1249.08,0.0,39.9,Kapıda Ödeme,Mevcut,4.0,4.0,Hayır,0.344,1288.98,2024,3,19,Tuesday
858,871,SIP100996,MUS1421,2024-09-01 11:05:00,Kocaeli,Marmara,Ev Yaşam,Saklama Kutusu,1,241.81,0.0,39.9,Kredi Kartı,Yeni,4.0,4.0,Evet,0.341,281.71,2024,9,1,Sunday
859,872,SIP100776,MUS1411,2025-12-07 21:33:00,İstanbul,Marmara,Kozmetik,Serum,4,583.25,0.1,49.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.208,2149.6,2025,12,7,Sunday
860,873,SIP101053,MUS1201,2025-02-05 13:27:00,İstanbul,Marmara,Elektronik,Powerbank,1,760.18,0.05,49.9,Banka Kartı,VIP,2.0,5.0,Hayır,0.373,772.07,2025,2,5,Wednesday
862,875,SIP100578,MUS1098,2024-09-01 13:46:00,Konya,İç Anadolu,Ofis,Kalem Seti,1,103.27,0.0,0.0,Kredi Kartı,VIP,4.0,3.0,Hayır,0.386,103.27,2024,9,1,Sunday
863,876,SIP101169,MUS1217,2025-04-29 11:03:00,İzmir,Ege,Ofis,Not Tutucu,1,123.2,0.0,49.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.273,173.1,2025,4,29,Tuesday
864,877,SIP100434,MUS1155,2024-09-15 15:44:00,İzmir,Ege,Elektronik,Powerbank,1,855.38,0.1,29.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.233,799.74,2024,9,15,Sunday
865,878,SIP100164,MUS1027,2025-01-16 22:18:00,Bursa,Marmara,Ev Yaşam,Saklama Kutusu,2,232.11,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.242,504.12,2025,1,16,Thursday
866,879,SIP100264,MUS1123,2025-05-05 22:15:00,İstanbul,Marmara,Ev Yaşam,Termos,4,539.21,0.0,0.0,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.253,2156.84,2025,5,5,Monday
868,881,SIP100303,MUS1085,2025-12-28 09:01:00,Ankara,İç Anadolu,Ofis,Defter Seti,1,171.54,0.1,39.9,Kapıda Ödeme,Mevcut,4.0,3.0,Hayır,0.361,194.29,2025,12,28,Sunday
869,882,SIP101028,MUS1447,2024-07-24 08:47:00,Antalya,Akdeniz,Ev Yaşam,Masa Lambası,1,703.66,0.0,49.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.323,753.56,2024,7,24,Wednesday
870,883,SIP100176,MUS1198,2024-12-23 22:01:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,1,184.83,0.1,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.285,216.25,2024,12,23,Monday
872,885,SIP100150,MUS1029,2025-05-13 16:42:00,İzmir,Ege,Ofis,Kalem Seti,2,97.8,0.0,49.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.289,245.5,2025,5,13,Tuesday
874,887,SIP100976,MUS1323,2024-02-02 22:08:00,Ankara,İç Anadolu,Elektronik,Powerbank,2,749.52,0.0,29.9,Kredi Kartı,VIP,1.0,5.0,Hayır,0.339,1528.94,2024,2,2,Friday
875,888,SIP100072,MUS1435,2025-06-29 14:42:00,Trabzon,Karadeniz,Elektronik,Webcam,1,1024.17,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.36,1064.07,2025,6,29,Sunday
876,889,SIP100169,MUS1260,2024-07-15 11:08:00,Samsun,Karadeniz,Ofis,Not Tutucu,1,127.02,0.15,39.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.417,147.87,2024,7,15,Monday
877,890,SIP100456,MUS1131,2024-06-17 15:08:00,İzmir,Ege,Elektronik,Kablosuz Kulaklık,1,1617.74,0.0,49.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.205,1667.64,2024,6,17,Monday
880,893,SIP100488,MUS1281,2025-07-22 10:07:00,Konya,İç Anadolu,Elektronik,Powerbank,1,921.36,0.0,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.241,961.26,2025,7,22,Tuesday
882,895,SIP101332,MUS1307,2024-05-24 09:13:00,Gaziantep,Güneydoğu Anadolu,Ev Yaşam,Saklama Kutusu,1,238.03,0.2,39.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.402,230.32,2024,5,24,Friday
883,896,SIP100460,MUS1165,2024-06-26 19:52:00,Samsun,Karadeniz,Ev Yaşam,Organizer,1,265.15,0.15,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.374,265.28,2024,6,26,Wednesday
884,897,SIP101392,MUS1404,2024-03-29 10:20:00,İstanbul,Marmara,Elektronik,Bluetooth Hoparlör,2,1221.43,0.1,49.9,Banka Kartı,VIP,2.0,4.0,Hayır,0.214,2248.47,2024,3,29,Friday
885,898,SIP101038,MUS1293,2025-01-29 12:38:00,Trabzon,Karadeniz,Kitap,Veri Bilimi 101,3,247.61,0.05,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.363,745.59,2025,1,29,Wednesday
886,899,SIP101099,MUS1128,2024-03-25 20:27:00,Bursa,Marmara,Ofis,Not Tutucu,1,130.04,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.249,169.94,2024,3,25,Monday
887,900,SIP100242,MUS1383,2025-01-11 17:14:00,Adana,Akdeniz,Kitap,İş Analitiği Rehberi,1,309.04,0.0,49.9,Kredi Kartı,Yeni,3.0,3.0,Hayır,0.316,358.94,2025,1,11,Saturday
888,901,SIP100699,MUS1332,2025-12-26 09:05:00,İstanbul,Marmara,Kozmetik,Yüz Temizleme Jeli,1,319.19,0.0,39.9,Kapıda Ödeme,Yeni,3.0,4.0,Hayır,0.22,359.09,2025,12,26,Friday
889,902,SIP100915,MUS1051,2024-03-01 17:20:00,İstanbul,Karadeniz,Kitap,Python Notları,1,218.17,0.1,59.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.18,256.25,2024,3,1,Friday
890,903,SIP101371,MUS1099,2024-03-09 13:40:00,Konya,İç Anadolu,Kozmetik,Nemlendirici,1,404.88,0.0,39.9,Banka Kartı,Yeni,3.0,5.0,Hayır,0.267,444.78,2024,3,9,Saturday
891,904,SIP100703,MUS1112,2025-02-06 10:41:00,Bursa,Marmara,Ev Yaşam,Organizer,3,279.87,0.0,49.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.202,889.51,2025,2,6,Thursday
892,905,SIP100585,MUS1360,2025-03-01 19:06:00,Samsun,Karadeniz,Kozmetik,Serum,1,511.58,0.05,39.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.272,525.9,2025,3,1,Saturday
893,906,SIP100693,MUS1446,2024-08-27 14:43:00,Ankara,İç Anadolu,Kitap,Girişimcilik,1,224.37,0.0,49.9,Havale/EFT,Mevcut,1.0,4.0,Hayır,0.363,274.27,2024,8,27,Tuesday
894,907,SIP100271,MUS1317,2024-03-10 19:09:00,İstanbul,Marmara,Ev Yaşam,Masa Lambası,2,638.03,0.05,29.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.408,1242.16,2024,3,10,Sunday
895,908,SIP100112,MUS1406,2025-01-02 13:27:00,İstanbul,Marmara,Elektronik,Webcam,3,817.49,0.0,59.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.323,2512.37,2025,1,2,Thursday
896,909,SIP100596,MUS1345,2025-07-06 17:09:00,Ankara,İç Anadolu,Elektronik,Webcam,2,958.21,0.0,49.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.36,1966.32,2025,7,6,Sunday
899,912,SIP100227,MUS1408,2025-12-07 19:31:00,Kocaeli,Marmara,Kitap,Python Notları,1,239.29,0.0,49.9,Kredi Kartı,Yeni,1.0,3.0,Hayır,0.253,289.19,2025,12,7,Sunday
900,913,SIP100497,MUS1279,2025-08-15 14:49:00,Bursa,Marmara,Elektronik,Powerbank,1,821.16,0.05,49.9,Banka Kartı,VIP,5.0,4.0,Hayır,0.262,830.0,2025,8,15,Friday
901,914,SIP100842,MUS1134,2025-11-18 13:08:00,Konya,İç Anadolu,Ofis,Not Tutucu,1,131.35,0.0,29.9,Dijital Cüzdan,Mevcut,3.0,5.0,Hayır,0.238,161.25,2025,11,18,Tuesday
903,916,SIP100221,MUS1296,2025-09-03 15:16:00,Kayseri,İç Anadolu,Kitap,Veri Bilimi 101,1,272.69,0.15,59.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.382,291.69,2025,9,3,Wednesday
904,917,SIP101203,MUS1220,2025-09-02 19:17:00,Bursa,Marmara,Spor,Direnç Bandı,1,247.36,0.0,39.9,Kapıda Ödeme,Mevcut,2.0,4.0,Hayır,0.22,287.26,2025,9,2,Tuesday
906,919,SIP100337,MUS1163,2025-10-15 17:04:00,İzmir,Ege,Ev Yaşam,Kahve Kupası,1,187.68,0.0,49.9,Banka Kartı,VIP,3.0,4.0,Hayır,0.182,237.58,2025,10,15,Wednesday
907,920,SIP100978,MUS1017,2025-10-16 22:19:00,İstanbul,Marmara,Kozmetik,Şampuan,4,175.46,0.0,49.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.417,751.74,2025,10,16,Thursday
908,921,SIP100921,MUS1349,2024-01-01 08:59:00,Konya,İç Anadolu,Kitap,Python Notları,4,234.28,0.1,39.9,Dijital Cüzdan,Yeni,1.0,5.0,Hayır,0.34,883.31,2024,1,1,Monday
909,922,SIP101018,MUS1395,2025-01-29 22:36:00,İzmir,Ege,Elektronik,Kablosuz Kulaklık,2,1458.69,0.05,39.9,Kredi Kartı,Mevcut,3.0,3.0,Hayır,0.183,2811.41,2025,1,29,Wednesday
910,923,SIP101089,MUS1324,2024-04-30 12:19:00,Eskişehir,İç Anadolu,Ev Yaşam,Organizer,2,250.07,0.05,39.9,Kredi Kartı,Yeni,1.0,4.0,Evet,0.2,515.03,2024,4,30,Tuesday
911,924,SIP100946,MUS1031,2025-05-07 19:39:00,Bursa,Marmara,Ofis,Not Tutucu,2,135.41,0.0,59.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.285,330.72,2025,5,7,Wednesday
913,926,SIP100138,MUS1437,2024-10-28 15:32:00,Ankara,İç Anadolu,Kozmetik,Serum,1,515.53,0.0,49.9,Banka Kartı,Yeni,4.0,3.0,Hayır,0.376,565.43,2024,10,28,Monday
914,927,SIP100313,MUS1390,2025-12-28 21:28:00,İzmir,Ege,Spor,Direnç Bandı,3,227.12,0.1,39.9,Kredi Kartı,Yeni,3.0,4.0,Evet,0.382,653.12,2025,12,28,Sunday
915,928,SIP100529,MUS1207,2024-12-22 13:52:00,Ankara,İç Anadolu,Kozmetik,Serum,4,559.47,0.0,29.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.417,2267.78,2024,12,22,Sunday
916,929,SIP100508,MUS1021,2024-09-06 08:08:00,Konya,İç Anadolu,Spor,Yoga Matı,3,714.18,0.05,29.9,Banka Kartı,Yeni,4.0,5.0,Hayır,0.314,2065.31,2024,9,6,Friday
917,930,SIP100957,MUS1410,2025-04-12 11:23:00,Ankara,İç Anadolu,Ev Yaşam,Saklama Kutusu,3,248.32,0.0,59.9,Kapıda Ödeme,Mevcut,4.0,4.0,Hayır,0.243,804.86,2025,4,12,Saturday
918,931,SIP100394,MUS1420,2025-07-08 14:48:00,Adana,Akdeniz,Elektronik,Webcam,3,916.44,0.0,59.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.31,2809.22,2025,7,8,Tuesday
919,932,SIP100383,MUS1403,2025-04-02 08:16:00,Mersin,Akdeniz,Kitap,İş Analitiği Rehberi,5,271.45,0.05,0.0,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.227,1289.39,2025,4,2,Wednesday
920,933,SIP100222,MUS1076,2025-05-06 10:33:00,İstanbul,Marmara,Elektronik,Powerbank,3,845.27,0.0,49.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.405,2585.71,2025,5,6,Tuesday
921,934,SIP100757,MUS1342,2025-04-30 22:18:00,Ankara,İç Anadolu,Kitap,İş Analitiği Rehberi,1,287.01,0.1,39.9,Dijital Cüzdan,Mevcut,5.0,3.0,Hayır,0.378,298.21,2025,4,30,Wednesday
922,935,SIP100410,MUS1110,2024-10-18 08:24:00,İstanbul,Marmara,Ofis,Defter Seti,2,135.85,0.1,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.189,294.43,2024,10,18,Friday
923,936,SIP100678,MUS1337,2024-05-17 08:04:00,Trabzon,Karadeniz,Kitap,Python Notları,1,228.66,0.0,29.9,Banka Kartı,Yeni,5.0,3.0,Hayır,0.194,258.56,2024,5,17,Friday
927,940,SIP100086,MUS1227,2025-09-02 20:39:00,Antalya,Akdeniz,Spor,Spor Çantası,3,838.82,0.0,49.9,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.306,2566.36,2025,9,2,Tuesday
929,942,SIP100207,MUS1329,2025-03-02 17:40:00,Ankara,İç Anadolu,Ev Yaşam,Organizer,1,265.3,0.0,29.9,Kredi Kartı,VIP,3.0,3.0,Hayır,0.268,295.2,2025,3,2,Sunday
932,945,SIP100310,MUS1250,2025-06-07 14:26:00,İstanbul,Marmara,Kitap,Python Notları,2,227.45,0.1,49.9,Banka Kartı,Mevcut,1.0,4.0,Hayır,0.305,459.31,2025,6,7,Saturday
933,946,SIP100994,MUS1268,2025-11-22 16:13:00,Ankara,İç Anadolu,Ev Yaşam,Termos,4,507.87,0.0,29.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.306,2061.38,2025,11,22,Saturday
935,948,SIP101254,MUS1414,2024-02-24 20:54:00,Konya,İç Anadolu,Kozmetik,Güneş Kremi,2,477.68,0.05,39.9,Kredi Kartı,Mevcut,3.0,5.0,Evet,0.298,947.49,2024,2,24,Saturday
936,949,SIP100181,MUS1124,2025-08-11 11:45:00,Antalya,Akdeniz,Kitap,Girişimcilik,5,185.87,0.0,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.194,979.25,2025,8,11,Monday
937,950,SIP100804,MUS1217,2024-12-11 10:01:00,İstanbul,Marmara,Ofis,Defter Seti,2,156.26,0.15,49.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.359,315.54,2024,12,11,Wednesday
938,951,SIP100695,MUS1336,2025-10-29 21:17:00,Konya,İç Anadolu,Spor,Spor Çantası,1,957.62,0.1,39.9,Kredi Kartı,Yeni,5.0,3.0,Hayır,0.378,901.76,2025,10,29,Wednesday
939,952,SIP101341,MUS1093,2025-01-24 18:37:00,İzmir,Ege,Ofis,Kalem Seti,1,104.45,0.0,59.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.409,164.35,2025,1,24,Friday
940,953,SIP101383,MUS1357,2025-09-13 12:02:00,Eskişehir,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,3,301.98,0.15,59.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.234,829.95,2025,9,13,Saturday
941,954,SIP100498,MUS1376,2025-10-31 20:09:00,Eskişehir,İç Anadolu,Kozmetik,Şampuan,1,194.56,0.15,49.9,Kredi Kartı,Yeni,1.0,3.0,Hayır,0.276,215.28,2025,10,31,Friday
943,956,SIP100142,MUS1445,2025-11-17 09:26:00,Samsun,Karadeniz,Kozmetik,Güneş Kremi,2,461.71,0.0,59.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.413,983.32,2025,11,17,Monday
944,957,SIP101154,MUS1245,2024-04-13 16:51:00,Ankara,İç Anadolu,Kitap,Girişimcilik,1,180.77,0.05,0.0,Havale/EFT,Yeni,1.0,3.0,Hayır,0.407,171.73,2024,4,13,Saturday
945,958,SIP100328,MUS1027,2025-11-01 13:16:00,Samsun,Karadeniz,Ofis,Defter Seti,3,167.85,0.2,29.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.234,432.74,2025,11,1,Saturday
946,960,SIP100661,MUS1304,2025-01-27 08:05:00,Eskişehir,İç Anadolu,Elektronik,Kablosuz Kulaklık,1,1560.37,0.15,29.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.294,1356.21,2025,1,27,Monday
947,961,SIP100347,MUS1442,2025-11-21 19:07:00,İstanbul,Marmara,Elektronik,Powerbank,1,890.28,0.1,29.9,Kredi Kartı,Mevcut,3.0,4.0,Evet,0.282,697.63,2025,11,21,Friday
948,962,SIP100829,MUS1329,2025-07-14 19:20:00,İstanbul,Marmara,Spor,Spor Çantası,3,874.88,0.0,49.9,Kredi Kartı,Yeni,5.0,3.0,Evet,0.257,2674.54,2025,7,14,Monday
950,964,SIP100211,MUS1417,2025-01-28 21:39:00,İstanbul,Marmara,Elektronik,Webcam,1,894.56,0.1,59.9,Kredi Kartı,VIP,5.0,4.0,Hayır,0.241,865.0,2025,1,28,Tuesday
951,965,SIP100568,MUS1107,2024-02-04 11:29:00,İzmir,Ege,Spor,Dambıl Seti,1,1459.29,0.0,29.9,Havale/EFT,Yeni,3.0,5.0,Hayır,0.383,1489.19,2024,2,4,Sunday
952,966,SIP100143,MUS1247,2025-09-06 12:22:00,Eskişehir,İç Anadolu,Elektronik,Webcam,3,917.81,0.0,29.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.344,2783.33,2025,9,6,Saturday
953,967,SIP100515,MUS1411,2025-03-06 13:55:00,Adana,Akdeniz,Spor,Spor Çantası,1,881.76,0.0,49.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.263,931.66,2025,3,6,Thursday
954,968,SIP100363,MUS1206,2024-01-13 08:53:00,İstanbul,Marmara,Ev Yaşam,Termos,1,534.44,0.05,49.9,Havale/EFT,Yeni,2.0,4.0,Hayır,0.36,557.62,2024,1,13,Saturday
957,971,SIP100865,MUS1245,2025-03-20 16:01:00,Ankara,İç Anadolu,Kitap,Veri Bilimi 101,1,245.68,0.15,39.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.418,248.73,2025,3,20,Thursday
959,973,SIP100892,MUS1369,2024-07-21 22:19:00,Adana,Akdeniz,Kitap,Zaman Yönetimi,5,158.42,0.05,29.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.309,782.39,2024,7,21,Sunday
962,976,SIP101069,MUS1122,2025-09-12 16:32:00,Adana,Akdeniz,Kozmetik,Güneş Kremi,2,487.21,0.0,49.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.185,1024.32,2025,9,12,Friday
963,977,SIP100878,MUS1108,2025-05-18 09:50:00,İstanbul,Marmara,Ev Yaşam,Organizer,1,275.75,0.0,29.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.325,305.65,2025,5,18,Sunday
964,978,SIP100359,MUS1395,2024-06-17 15:29:00,Antalya,Akdeniz,Ev Yaşam,Termos,2,478.83,0.15,29.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.341,843.91,2024,6,17,Monday
965,979,SIP100564,MUS1005,2024-01-23 10:06:00,İstanbul,Marmara,Elektronik,Powerbank,1,871.47,0.0,39.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.305,911.37,2024,1,23,Tuesday
966,980,SIP101012,MUS1247,2024-10-19 17:28:00,İstanbul,Marmara,Ev Yaşam,Saklama Kutusu,1,222.73,0.0,49.9,Dijital Cüzdan,Yeni,3.0,4.0,Hayır,0.273,307.78,2024,10,19,Saturday
967,981,SIP100372,MUS1433,2024-08-12 17:54:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,2,297.6,0.1,29.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.327,565.58,2024,8,12,Monday
968,982,SIP101110,MUS1130,2025-06-30 19:09:00,Ankara,İç Anadolu,Spor,Dambıl Seti,1,1510.78,0.0,49.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.353,1560.68,2025,6,30,Monday
970,984,SIP100891,MUS1227,2025-04-01 18:13:00,Konya,İç Anadolu,Ev Yaşam,Kahve Kupası,2,181.95,0.0,39.9,Dijital Cüzdan,Mevcut,6.0,4.0,Hayır,0.203,403.8,2025,4,1,Tuesday
971,985,SIP101299,MUS1386,2025-09-15 20:57:00,Antalya,Akdeniz,Ofis,Defter Seti,3,148.51,0.0,49.9,Kredi Kartı,Mevcut,1.0,3.0,Hayır,0.22,495.43,2025,9,15,Monday
974,988,SIP100684,MUS1176,2025-12-01 18:34:00,Konya,İç Anadolu,Kitap,Veri Bilimi 101,1,246.29,0.15,39.9,Havale/EFT,Yeni,3.0,3.0,Evet,0.362,249.25,2025,12,1,Monday
975,989,SIP100274,MUS1408,2024-06-01 11:12:00,İstanbul,Marmara,Elektronik,Powerbank,1,801.68,0.0,29.9,Banka Kartı,Yeni,1.0,3.0,Hayır,0.189,831.58,2024,6,1,Saturday
976,990,SIP101180,MUS1146,2025-03-14 13:11:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,3,170.28,0.0,0.0,Banka Kartı,Yeni,4.0,3.0,Hayır,0.318,510.84,2025,3,14,Friday
978,992,SIP101047,MUS1303,2025-01-08 20:43:00,İzmir,Ege,Spor,Suluk,1,198.16,0.0,39.9,Dijital Cüzdan,Yeni,3.0,5.0,Hayır,0.284,238.06,2025,1,8,Wednesday
980,994,SIP100514,MUS1397,2024-04-05 15:42:00,Kocaeli,Marmara,Kozmetik,Yüz Temizleme Jeli,2,308.41,0.0,39.9,Kredi Kartı,Mevcut,4.0,3.0,Hayır,0.274,656.72,2024,4,5,Friday
981,995,SIP100615,MUS1395,2025-12-06 19:57:00,Mersin,Akdeniz,Ev Yaşam,Saklama Kutusu,5,255.28,0.1,39.9,Banka Kartı,Yeni,2.0,4.0,Hayır,0.362,1188.66,2025,12,6,Saturday
982,996,SIP100432,MUS1395,2025-01-10 19:41:00,Antalya,Akdeniz,Ev Yaşam,Termos,2,495.22,0.0,39.9,Havale/EFT,Mevcut,4.0,3.0,Hayır,0.224,1030.34,2025,1,10,Friday
983,997,SIP100675,MUS1444,2024-01-01 19:35:00,İstanbul,Marmara,Kozmetik,Yüz Temizleme Jeli,1,279.74,0.1,29.9,Kapıda Ödeme,Yeni,5.0,5.0,Hayır,0.288,281.67,2024,1,1,Monday
984,998,SIP101005,MUS1078,2024-09-06 17:05:00,Ankara,İç Anadolu,Kitap,Zaman Yönetimi,1,159.23,0.0,59.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.211,219.13,2024,9,6,Friday
985,999,SIP100210,MUS1127,2025-06-11 16:06:00,Trabzon,Karadeniz,Ev Yaşam,Saklama Kutusu,3,226.24,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.294,718.62,2025,6,11,Wednesday
986,1000,SIP100973,MUS1437,2024-07-11 14:49:00,Bursa,Marmara,Elektronik,Webcam,3,892.76,0.0,39.9,Dijital Cüzdan,Mevcut,6.0,4.0,Hayır,0.408,2718.18,2024,7,11,Thursday
987,1001,SIP100163,MUS1269,2025-05-31 18:11:00,İstanbul,Marmara,Ofis,Defter Seti,1,158.48,0.0,59.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.287,218.38,2025,5,31,Saturday
988,1002,SIP100636,MUS1296,2024-05-31 08:41:00,Mersin,Akdeniz,Elektronik,Bluetooth Hoparlör,2,1254.08,0.05,49.9,Kredi Kartı,Yeni,3.0,5.0,Evet,0.192,2432.65,2024,5,31,Friday
990,1004,SIP101080,MUS1348,2024-02-24 22:46:00,İstanbul,Marmara,Kozmetik,Güneş Kremi,2,467.93,0.0,59.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.255,995.76,2024,2,24,Saturday
991,1005,SIP100088,MUS1210,2025-11-07 09:10:00,İstanbul,Marmara,Ev Yaşam,Saklama Kutusu,2,241.08,0.0,49.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.33,532.06,2025,11,7,Friday
